,user_id,recs
1809,1263,"[1070015, 1016800, 861445, 1085604, 874972]"
1810,300,"[962229, 944534, 1106523, 9526410, 873627]"
1811,1202,"[847789, 5588666, 5585727, 1097001, 1058997]"
1812,711,"[983584, 1070015, 1037840, 879755, 839147]"
1813,2173,"[913210, 951590, 1132771, 1062002, 834117]"
1814,1410,"[844165, 1026118, 1102959, 874972, 1074524]"
1815,1519,"[1070820, 5569230, 8090521, 870780, 1018740]"
1816,167,"[908318, 908846, 825541, 1043751, 1046262]"
1817,1787,"[1119051, 849843, 1033615, 1043590, 861272]"
1818,1196,"[901062, 873627, 1070820, 857503, 909714]"
1819,1587,"[1085604, 949616, 8090521, 962229, 1102959]"
1820,107,"[1022872, 929668, 951590, 8090521, 856772]"
1821,2294,"[1075368, 1106523, 5569230, 5585510, 845208]"
1822,1155,"[1016800, 908531, 1023958, 926905, 1085604]"
1823,196,"[1037840, 962229, 1101173, 1053690, 926905]"
1824,1898,"[1003188, 1057260, 5582789, 1005186, 5584007]"
1825,593,"[1015247, 1065593, 5592931, 1085604, 1106523]"
1826,665,"[1033615, 5585510, 900491, 985119, 1036432]"
1827,1862,"[1095275, 1028816, 1091365, 1005186, 8090532]"
1828,1038,"[1120741, 849843, 885290, 1132770, 866227]"
1829,1560,"[1039156, 890610, 879755, 823704, 883404]"
1830,2042,"[1126899, 1062002, 933835, 843756, 923746]"
1831,2399,"[849843, 1085604, 993638, 1102949, 838186]"
1832,1003,"[1070820, 5569374, 862349, 1110572, 1119051]"
1833,1350,"[861445, 9527487, 962229, 845193, 909894]"
1834,1403,"[1075368, 5569230, 6534178, 951590, 1039156]"
1835,877,"[1126899, 8011397, 1058997, 981760, 6533889]"
1836,1891,"[5585727, 995242, 5582789, 5585635, 5584007]"
1837,1216,"[862349, 5569471, 1101010, 1040807, 861272]"
1838,1361,"[6034857, 1007195, 951590, 1055853, 951412]"
1839,385,"[1057260, 1087102, 1122358, 1058997, 1126899]"
1840,1688,"[1033615, 1053690, 995876, 6773204, 5569230]"
1841,557,"[5569471, 1126899, 1003600, 1058997, 1062002]"
1842,1512,"[1404121, 947798, 1085604, 8090521, 6534178]"
1843,508,"[844165, 1101010, 883404, 1132770, 1015247]"
1844,1889,"[944836, 1132771, 1048462, 1101173, 894236]"
1845,1713,"[1028816, 1113588, 913210, 1023720, 1012873]"
1846,1357,"[5582789, 860975, 1070820, 862349, 5585735]"
1847,1209,"[957951, 921744, 1082185, 6534178, 1029743]"
1848,987,"[1070820, 986912, 1085604, 879755, 5569471]"
1849,2288,"[861445, 986912, 1126899, 1058997, 5582789]"
1850,1265,"[1133018, 1022003, 995242, 1132770, 5584007]"
1851,348,"[1107553, 1070015, 1015247, 1033615, 1056509]"
1852,2379,"[1058997, 1137688, 1005186, 995965, 1126899]"
1853,721,"[1107553, 1126899, 1058997, 6534166, 862349]"
1854,35,"[1126899, 1058997, 940947, 819978, 983584]"
1855,1929,"[896085, 951590, 834484, 933835, 860776]"
1856,984,"[5569471, 1058997, 987562, 903325, 8160319]"
1857,140,"[879755, 8090521, 844165, 1037840, 8090537]"
1858,1992,"[1057260, 1039156, 1119051, 1042438, 8090532]"
1859,506,"[861272, 925626, 9677202, 1005186, 1053690]"
1860,969,"[1112238, 870780, 5584007, 860975, 1029743]"
1861,2369,"[12263788, 1040807, 861272, 940766, 916381]"
1862,548,"[5584027, 1007195, 862349, 870515, 1137688]"
1863,1755,"[8090521, 1051516, 885290, 901062, 951590]"
1864,1280,"[5668996, 890610, 1082185, 6534178, 1029743]"
1865,2001,"[1126899, 6534166, 1062002, 1070820, 862732]"
1866,2145,"[5569374, 866211, 971922, 896085, 1058997]"
1867,1086,"[971922, 832678, 1138443, 865178, 6534166]"
1868,1414,"[916767, 1126899, 1058997, 921744, 849843]"
1869,437,"[1095275, 1101010, 12263788, 962229, 993638]"
1870,146,"[1023958, 1005186, 918733, 986912, 896369]"
1871,1025,"[1015247, 8090521, 879755, 8090537, 844165]"
1872,1853,"[1075368, 850841, 953476, 1085604, 1037894]"
1873,1578,"[844165, 1076875, 916122, 973861, 824005]"
1874,29,"[1033615, 985119, 935284, 925626, 5568378]"
1875,2103,"[1057260, 962568, 893501, 1137688, 1077555]"
1876,1252,"[1052912, 1039156, 862349, 970119, 1006184]"
1877,2248,"[883932, 999104, 1070015, 1050229, 1126899]"
1878,70,"[894236, 1039156, 925626, 1076056, 995242]"
1879,1871,"[1026118, 944836, 1095275, 1119051, 1003600]"
1880,245,"[1023958, 908531, 909894, 1404121, 6534178]"
1881,1110,"[862349, 1070820, 8090521, 854852, 890610]"
1882,643,"[1114597, 944534, 956609, 820165, 937626]"
1883,2354,"[1126899, 944836, 970119, 6034857, 970030]"
1884,247,"[1056651, 1077975, 1005186, 1077555, 986912]"
